time,motor_voltage,qei.omega,qei.theta
2.882,4.855171204,0,1.322314382
2.889,4.850633144,0,1.327530742
2.895,4.846025467,0,1.332440257
2.901,4.840563297,1.533980846,1.337042928
2.906,4.835806847,1.533980846,1.340725064
2.911,4.831790447,0,1.34563446
2.918,4.826908112,1.533980846,1.350543857
2.924,4.821957111,0,1.355760217
2.931,4.816937447,0,1.360669732
2.937,4.810995102,1.533980846,1.365272284
2.943,4.805827141,1.533980846,1.370488644
2.948,4.800590992,0,1.37478447
2.953,4.797062397,1.533980846,1.379080296
2.958,4.791712761,0,1.382455587
2.962,4.788108349,0,1.385830879
2.966,4.783560276,0,1.390126586
2.973,4.779887676,0,1.395649791
2.979,4.773388386,1.533980846,1.400559306
2.986,4.767744064,1.533980846,1.405161977
2.992,4.761073589,1.533980846,1.410071492
2.997,4.755282402,1.533980846,1.414367318
3.004,4.749423981,0,1.419276834
3.01,4.742503643,1.533980846,1.423879504
3.016,4.737504482,1.533980846,1.429095864
3.023,4.731443405,0,1.432471156
3.027,4.725315571,1.533980846,1.436153293
3.032,4.720157146,0,1.43983531
3.037,4.715997219,1.533980846,1.444131136
3.043,4.710755348,0,1.448120117
3.048,4.703338623,1.533980846,1.451802254
3.053,4.697985172,1.533980846,1.455484271
3.057,4.693669319,1.533980846,1.459166408
3.062,4.688232422,0,1.463155389
3.068,4.682749271,0,1.46714437
3.073,4.676108837,1.533980846,1.470826507
3.078,4.67052412,1.533980846,1.474508524
3.083,4.666023254,0,1.477883697
3.087,4.659216404,1.533980846,1.481872678
3.093,4.654642105,1.533980846,1.486168504
3.099,4.647725105,0,1.49046433
3.106,4.640741825,0,1.495680571
3.113,4.632511616,0,1.500283241
3.12,4.624192238,0,1.505192757
3.126,4.615782738,1.533980846,1.510102272
3.132,4.607284069,0,1.514398098
3.14,4.601159096,0,1.521148682
3.151,4.591264725,0,1.529433489
3.16,4.577470779,1.533980846,1.536490917
3.169,4.566021919,0,1.541707277
3.176,4.555722713,1.533980846,1.546616793
3.183,4.546616554,0,1.552446842
3.191,4.53742218,0,1.558890581
3.2,4.525472164,0,1.565027475
3.208,4.51337719,0,1.570857525
3.216,4.502504826,0,1.57576704
3.223,4.491518974,1.533980846,1.580676556
3.229,4.481813431,1.533980846,1.584665537
3.235,4.473424911,1.533980846,1.588040829
3.24,4.463558674,0,1.590802431
3.243,4.459303379,0,1.593870878
3.249,4.452176571,1.533980846,1.598166704
3.255,4.445005894,1.533980846,1.601848841
3.261,4.436342716,1.533980846,1.606144667
3.266,4.427617073,0,1.609519958
3.272,4.420297146,0,1.613508821
3.277,4.411456108,3.067961693,1.616577268
3.282,4.404040337,0,1.62056613
3.288,4.39658165,1.533980846,1.624861956
3.295,4.387573242,1.533980846,1.629771471
3.301,4.376985073,1.533980846,1.633760452
3.308,4.367842197,1.533980846,1.638669968
3.313,4.357096672,1.533980846,1.642045259
3.319,4.349370003,0,1.645727396
3.325,4.340041161,1.533980846,1.649409533
3.33,4.33065033,0,1.65247798
3.335,4.322778225,1.533980846,1.655546427
3.339,4.316449165,1.533980846,1.658921719
3.344,4.30850029,0,1.661990166
3.35,4.302110195,0,1.665979147
3.355,4.290862083,0,1.670274854
3.362,4.282777309,1.533980846,1.674263835
3.367,4.2713871,0,1.677332282
3.371,4.26320076,1.533980846,1.680707574
3.376,4.254972458,0,1.683776021
