time,motor_voltage,qei.omega,qei.theta
2.247,-2.778371334,0,0.291762329
2.251,-2.714787006,0,0.289921619
2.255,-2.650497437,0,0.288387693
2.26,-2.569162607,0,0.286240197
2.265,-2.48677063,0,0.284399487
2.27,-2.420113325,-1.533980846,0.282558776
2.274,-2.335884571,0,0.281331636
2.279,-2.267792463,0,0.27979771
2.283,-2.181814194,0,0.27857057
2.287,-2.11235857,-1.533980846,0.277036644
2.292,-2.042320728,0,0.275195934
2.298,-1.971715212,0,0.273662008
2.304,-1.846835732,0,0.272128083
2.31,-1.738512516,0,0.270287372
2.318,-1.629060388,-1.533980846,0.268753446
2.325,-1.481462479,0,0.267833091
2.332,-1.350851059,0,0.266605951
2.338,-1.237883449,-1.533980846,0.265685595
2.343,-1.104985237,0,0.265072025
2.349,-1.009380341,0,0.264458455
2.354,-0.893964052,0,0.26415167
2.358,-0.797250032,0,0.2635381
2.362,-0.719555259,0,0.2635381
2.367,-0.622062683,0,0.263231314
2.372,-0.543792188,0,0.263231314
2.378,-0.4456397,0,0.263231314
2.382,-0.327444911,0,0.262924529
2.386,-0.24842906,0,0.262924529
2.391,-0.169260547,0,0.262924529
2.396,-0.070115224,0,0.262924529
2.401,0.009324555,0,0.262924529
2.406,0.128643125,0,0.262924529
2.411,0.228177533,0,0.262924529
2.416,0.327762485,0,0.262924529
2.422,0.427357852,0,0.262924529
2.427,0.546829164,0,0.262924529
2.433,0.646304965,0,0.262924529
2.437,0.765514255,0,0.262924529
2.442,0.844856203,0,0.262924529
2.446,0.943849027,0,0.262924529
2.451,1.022869587,0,0.262924529
2.455,1.121393323,0,0.262924529
2.459,1.199984312,0,0.262924529
2.463,1.278349519,0,0.262924529
2.467,1.356467128,0,0.262924529
2.471,1.434315681,0,0.262924529
2.477,1.511873484,0,0.262924529
2.481,1.60837853,0,0.262924529
2.485,1.704352617,0,0.262924529
2.49,1.799753308,0,0.262924529
2.494,1.875632286,0,0.262924529
2.498,1.951095223,0,0.262924529
2.502,2.026120186,0,0.262924529
2.507,2.10068512,0,0.262924529
2.512,2.193211794,0,0.262924529
2.518,2.284943104,0,0.262924529
2.525,2.3939116,0,0.262924529
2.532,2.519418955,0,0.262924529
2.538,2.625522614,0,0.262924529
2.543,2.747488499,0,0.262924529
2.549,2.816260338,0,0.262924529
2.554,2.918103456,0,0.262924529
2.564,3.018304586,0,0.262924529
2.573,3.181465864,0,0.262924529
2.582,3.323973417,0,0.262924529
2.59,3.447000504,0,0.262924529
2.599,3.581093788,0,0.262924529
2.608,3.696278334,0,0.262924529
2.616,3.821147203,0,0.262924529
2.625,3.940815687,0,0.263844885
2.634,4.055069923,1.533980846,0.26476524
2.641,4.151916981,1.533980846,0.266299166
2.649,4.232903481,0,0.268446661
2.655,4.331724167,0,0.270594157
2.66,4.394203663,0,0.273048438
2.666,4.444144726,1.533980846,0.277036644
2.672,4.501477718,1.533980846,0.281638421
2.678,4.555929661,0,0.285626627
2.683,4.607450485,1.533980846,0.289614834
2.688,4.64811039,1.533980846,0.293296255
2.693,4.686673641,1.533980846,0.296364106
2.698,4.723114491,1.533980846,0.300965883
2.705,4.757406235,0,0.305567659
2.714,4.807744026,0,0.310169436
2.721,4.852423191,1.533980846,0.314464427
2.729,4.886804104,0,0.319372989
2.736,4.91672802,0,0.324895121
2.743,4.945400715,0,0.329496897
2.748,4.965600491,1.533980846,0.333485104
2.753,4.977209091,1.533980846,0.338700451
2.759,4.986451626,1.533980846,0.343609012
2.765,4.994399071,0,0.347290434
2.77,4.998897552,0,0.351585425
2.775,4.999997616,0,0.354960061
2.779,4.998679638,1.533980846,0.358334698
2.784,4.995877743,1.533980846,0.362016119
2.789,4.990185261,0,0.365390755
2.794,4.98205328,0,0.369072176
2.798,4.971476078,0,0.372753598
2.803,4.958449364,0,0.376128234
2.808,4.946262836,0,0.380423225
2.814,4.928821087,1.533980846,0.385638632
2.82,4.904651165,1.533980846,0.389933623
2.825,4.87694788,0,0.3945354
2.83,4.851165771,0,0.398830391
2.836,4.822936535,0,0.403125383
2.841,4.785838127,1.533980846,0.407113589
2.846,4.752243519,1.533980846,0.410488225
2.85,4.716222286,0,0.413862861
2.854,4.6856637,1.533980846,0.416930712
2.858,4.653563023,0,0.419998564
2.863,4.619925976,1.533980846,0.4233732
2.867,4.575728893,1.533980846,0.426441051
2.871,4.538658619,0,0.429508902
2.876,4.500074863,1.533980846,0.432883538
2.879,4.449728489,0,0.435337849
2.884,4.407769203,0,0.438712485
2.889,4.375324249,1.533980846,0.442700691
2.893,4.307945251,0,0.446688898
2.9,4.24928093,0,0.451904244
2.907,4.175899029,0,0.455892451
2.913,4.086223125,1.533980846,0.459880657
2.918,4.005924225,0,0.462948538
2.924,3.936622381,1.533980846,0.467243559
2.93,3.85063982,0,0.470618196
2.935,3.761629343,0,0.473992832
2.943,3.68517971,0,0.478901393
2.95,3.558647633,1.533980846,0.483196385
2.957,3.427054882,0,0.486877806
2.964,3.325129271,1.533980846,0.490866013
2.97,3.202813864,0,0.493627079
2.975,3.095135212,0,0.496388145
2.98,3.003457308,1.533980846,0.498842455
2.985,2.89117384,0,0.500989951
2.99,2.814977646,0,0.503137447
2.995,2.718265533,0,0.505284942
3,2.619967222,0,0.507432438
3.005,2.520130634,1.533980846,0.509273149
3.01,2.418804646,0,0.510807074
3.015,2.316039562,0,0.513261355
3.021,2.211886406,0,0.515102066
3.026,2.106397867,0,0.517249562
3.032,1.978123903,1.533980846,0.519397057
3.038,1.826263547,0,0.520930983
3.047,1.716416836,0,0.523385264
3.058,1.493537903,0,0.525225974
3.065,1.266803026,0,0.526453115
3.073,1.106052399,0,0.52737347
3.08,0.920530736,1.533980846,0.528600611
3.085,0.756812572,0,0.528907396
3.091,0.639181018,0,0.529520966
3.097,0.473669112,0,0.529827751
3.103,0.354944646,0,0.530134536
3.11,0.212028772,0,0.530134536
3.118,0.044824902,0,0.530134536
3.126,-0.122706145,0,0.530134536
3.133,-0.338280678,0,0.530134536
3.141,-0.505849659,0,0.530134536
3.149,-0.673120975,0,0.530134536
3.156,-0.887435734,0,0.530134536
3.164,-1.053299785,0,0.530134536
3.169,-1.218228102,0,0.530134536
3.173,-1.358702183,0,0.530134536
3.177,-1.451828957,0,0.530134536
3.182,-1.544494867,0,0.530134536
3.186,-1.636663437,0,0.530134536
3.192,-1.751119137,0,0.530134536
3.198,-1.864669442,0,0.530134536
3.204,-2.021983385,0,0.530134536
3.21,-2.155153275,0,0.530134536
3.216,-2.286652088,0,0.530134536
3.222,-2.416358709,0,0.530134536
3.227,-2.544152498,0,0.530134536
3.232,-2.649099827,0,0.530134536
3.237,-2.752566814,0,0.530134536
3.242,-2.85448575,0,0.530134536
3.248,-2.954788685,0,0.530134536
3.254,-3.072924614,0,0.530134536
3.258,-3.188522816,0,0.530134536
3.263,-3.264122248,0,0.530134536
3.267,-3.35691452,0,0.530134536
3.271,-3.429742575,0,0.530134536
3.275,-3.501286268,0,0.530134536
3.279,-3.571513653,0,0.530134536
3.283,-3.640393019,0,0.530134536
3.287,-3.724549055,0,0.530134536
3.291,-3.773983479,0,0.530134536
3.296,-3.838634014,0,0.530134536
3.301,-3.91737628,0,0.530134536
3.306,-3.993764877,0,0.530134536
3.311,-4.067743301,0,0.530134536
3.316,-4.139256954,0,0.530134536
3.321,-4.20825243,0,0.530134536
3.326,-4.274677277,0,0.529827751
3.331,-4.338480949,0,0.529214181
3.337,-4.411515236,0,0.528600611
3.341,-4.469379902,0,0.52798704
3.346,-4.51367569,0,0.526453115
3.352,-4.566514015,0,0.524919189
3.357,-4.626149178,-1.533980846,0.522771693
3.362,-4.672654629,0,0.520930983
3.366,-4.716216564,-1.533980846,0.518783487
3.37,-4.748921394,-1.533980846,0.516329206
3.374,-4.779699326,-1.533980846,0.513874925
