time,_joy_in_use,charmander.mode,emergency_latched,emergency_state,gripper.state,kf.R,kf.x[0],kf.x[1],kf.x[2],kf.x[3],motor_voltage,position_pid.d_out,position_pid.kd,position_pid.kp,position_pid.output,position_pid.p_out,qei.alpha_estimate,qei.omega,qei.omega_filtered,qei.theta,test_voltage,trajectory.current,trajectory.state,velocity_pid.i_out,velocity_pid.ki,velocity_pid.kp,velocity_pid.output,velocity_pid.p_out,
0.078,0,0,0,0,0,7.849999761333493e-9,1.0368239600211382e-10,0.06648299098014832,0.098359614610672,0.018368501216173172,1.0262254476547241,0,0.11999999731779099,3,0,0,1.7657625675201416,0,0.06846757233142853,0,1.0262254476547241,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.082,0,0,0,0,0,7.849999761333493e-9,1.127773430198431e-10,0.07227347791194916,0.1029697135090828,0.021276064217090607,1.0798553228378296,0,0.11999999731779099,3,0,0,1.8042612075805664,0,0.07397984713315964,0,1.0798553228378296,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.085,0,0,0,0,0,7.849999761333493e-9,1.2005330063402653e-10,0.07732018828392029,0.10776575654745102,0.02396220713853836,1.1336337327957153,0,0.11999999731779099,3,0,0,1.8453150987625122,0,0.07933354377746582,0,1.1336337327957153,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.089,0,0,0,0,0,7.849999761333493e-9,0.00001652994797041174,0.08293558657169342,0.1109546422958374,0.0271607618778944,1.1740636825561523,0,0.11999999731779099,3,0,0,1.8373770713806152,0,0.08489426225423813,0,1.1740636825561523,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.093,0,0,0,0,0,7.849999761333493e-9,0.000017569273040862754,0.08823210746049881,0.11572224646806717,0.03040473163127899,1.2280970811843872,0,0.11999999731779099,3,0,0,1.8704220056533813,0,0.09038475155830383,0,1.2280970811843872,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.097,0,0,0,0,0,7.849999761333493e-9,1.4551915228366852e-10,0.09362968057394028,0.12048190832138062,0.034033406525850296,1.282273530960083,0,0.11999999731779099,3,0,0,1.8945441246032715,0,0.09615536779165268,0,1.282273530960083,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.103,0,0,0,0,0,7.849999761333493e-9,1.5643308870494366e-10,0.10097090899944305,0.12481182813644409,0.03927901014685631,1.3365910053253174,0,0.11999999731779099,3,0,0,1.8843015432357788,0,0.10313018411397934,0,1.3365910053253174,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.107,0,0,0,0,0,7.849999761333493e-9,1.6552803572267294e-10,0.10629773139953613,0.1311274915933609,0.04341672360897064,1.4046833515167236,0,0.11999999731779099,3,0,0,1.947640061378479,0,0.10879445821046829,0,1.4046833515167236,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.112,0,0,0,0,0,7.849999761333493e-9,1.7644197214394808e-10,0.11273446679115295,0.13721291720867157,0.04866607487201691,1.4729889631271362,0,0.11999999731779099,3,0,0,1.9951573610305786,0,0.11496935039758682,0,1.4729889631271362,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.116,0,0,0,0,0,7.849999761333493e-9,0.00002368992500123568,0.11887140572071075,0.14341934025287628,0.053750231862068176,1.541503667831421,0,0.11999999731779099,3,0,0,2.0453193187713623,0,0.1210029348731041,0,1.541503667831421,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.12,0,0,0,0,0,7.849999761333493e-9,1.9281287677586079e-10,0.12399637699127197,0.14829790592193604,0.058355193585157394,1.5964633226394653,0,0.11999999731779099,3,0,0,2.0725154876708984,0,0.1262570172548294,0,1.5964633226394653,0,0,0,0.09300000220537186,6.699999809265137,0,0,
